GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID
YIP3	YNL044W	YNL044W	YNL044W
YHR007C-A	YHR007C-A	YHR007C-A	YHR007C-A
FCY22	YER060W-A	YER060W-A	YER060W-A
YDR203W	YDR203W	YDR203W	YDR203W
RAD24	YER173W	YER173W	YER173W
SPR1	YOR190W	YOR190W	YOR190W
GSF2	YML048W	YML048W	YML048W
SHE3	YBR130C	YBR130C	YBR130C
NOT5	YPR072W	YPR072W	YPR072W
YFR012W-A	YFR012W-A	YFR012W-A	YFR012W-A
YHK8	YHR048W	YHR048W	YHR048W
SHU1	YHL006C	YHL006C	YHL006C
SBP1	YHL034C	YHL034C	YHL034C
RPL12B	YDR418W	YDR418W	YDR418W
YGR270C-A	YGR270C-A	YGR270C-A	YGR270C-A
TOS4	YLR183C	YLR183C	YLR183C
INA22	YIR024C	YIR024C	YIR024C
BUD5	YCR038C	YCR038C	YCR038C
HPF1	YOL155C	YOL155C	YOL155C
EST3	YIL009C-A	YIL009C-A	YIL009C-A
GEF1	YJR040W	YJR040W	YJR040W
IRC18	YJL037W	YJL037W	YJL037W
LPL1	YOR059C	YOR059C	YOR059C
PAU19	YMR325W	YMR325W	YMR325W
YGL149W	YGL149W	YGL149W	YGL149W
SLH1	YGR271W	YGR271W	YGR271W
RBG2	YGR173W	YGR173W	YGR173W
ATO2	YNR002C	YNR002C	YNR002C
YMR172C-A	YMR172C-A	YMR172C-A	YMR172C-A
AIM20	YIL158W	YIL158W	YIL158W
IST2	YBR086C	YBR086C	YBR086C
YLR361C-A	YLR361C-A	YLR361C-A	YLR361C-A
STI1	YOR027W	YOR027W	YOR027W
ISD11	YER048W-A	YER048W-A	YER048W-A
YML090W	YML090W	YML090W	YML090W
YDR210W-B	YDR210W-B	YDR210W-B	YDR210W-B
DNA2	YHR164C	YHR164C	YHR164C
CWC22	YGR278W	YGR278W	YGR278W
ATP6	Q0085	Q0085	Q0085
YPR150W	YPR150W	YPR150W	YPR150W
EAP1	YKL204W	YKL204W	YKL204W
MRPL28	YDR462W	YDR462W	YDR462W
ZDS1	YMR273C	YMR273C	YMR273C
JJJ2	YJL162C	YJL162C	YJL162C
YMR175W-A	YMR175W-A	YMR175W-A	YMR175W-A
YLL054C	YLL054C	YLL054C	YLL054C
PSA1	YDL055C	YDL055C	YDL055C
TEF1	YPR080W	YPR080W	YPR080W
SMX2	YFL017W-A	YFL017W-A	YFL017W-A
YOL019W	YOL019W	YOL019W	YOL019W
SOH1	YGL127C	YGL127C	YGL127C
PDR8	YLR266C	YLR266C	YLR266C
HUA1	YGR268C	YGR268C	YGR268C
RPL8A	YHL033C	YHL033C	YHL033C
YGL063C-A	YGL063C-A	YGL063C-A	YGL063C-A
ECM4	YKR076W	YKR076W	YKR076W
STR2	YJR130C	YJR130C	YJR130C
MIT1	YEL007W	YEL007W	YEL007W
NGL2	YMR285C	YMR285C	YMR285C
YMC2	YBR104W	YBR104W	YBR104W
KEL3	YPL263C	YPL263C	YPL263C
SHC1	YER096W	YER096W	YER096W
YOR325W	YOR325W	YOR325W	YOR325W
MET18	YIL128W	YIL128W	YIL128W
TFB1	YDR311W	YDR311W	YDR311W
CAB3	YKL088W	YKL088W	YKL088W
AIM22	YJL046W	YJL046W	YJL046W
ECM22	YLR228C	YLR228C	YLR228C
YER053C-A	YER053C-A	YER053C-A	YER053C-A
TMA19	YKL056C	YKL056C	YKL056C
EGD1	YPL037C	YPL037C	YPL037C
PFA5	YDR459C	YDR459C	YDR459C
SNX3	YOR357C	YOR357C	YOR357C
SWM2	YNR004W	YNR004W	YNR004W
CHS1	YNL192W	YNL192W	YNL192W
MNP1	YGL068W	YGL068W	YGL068W
YNL339W-B	YNL339W-B	YNL339W-B	YNL339W-B
YKL096C-B	YKL096C-B	YKL096C-B	YKL096C-B
YDL157C	YDL157C	YDL157C	YDL157C
SGT2	YOR007C	YOR007C	YOR007C
VPS53	YJL029C	YJL029C	YJL029C
VID24	YBR105C	YBR105C	YBR105C
SLX5	YDL013W	YDL013W	YDL013W
RAD7	YJR052W	YJR052W	YJR052W
EMP24	YGL200C	YGL200C	YGL200C
YNL194C	YNL194C	YNL194C	YNL194C
SWM1	YDR260C	YDR260C	YDR260C
RRP12	YPL012W	YPL012W	YPL012W
EDE1	YBL047C	YBL047C	YBL047C
VPS1	YKR001C	YKR001C	YKR001C
HXT17	YNR072W	YNR072W	YNR072W
YLR157W-E	YLR157W-E	YLR157W-E	YLR157W-E
RPB5	YBR154C	YBR154C	YBR154C
PRM4	YPL156C	YPL156C	YPL156C
ELM1	YKL048C	YKL048C	YKL048C
BBC1	YJL020C	YJL020C	YJL020C
SYH1	YPL105C	YPL105C	YPL105C
SYM1	YLR251W	YLR251W	YLR251W
YHR049C-A	YHR049C-A	YHR049C-A	YHR049C-A
DAM1	YGR113W	YGR113W	YGR113W
YEL018C-A	YEL018C-A	YEL018C-A	YEL018C-A
YHL006W-A	YHL006W-A	YHL006W-A	YHL006W-A
PMA1	YGL008C	YGL008C	YGL008C
SRB6	YBR253W	YBR253W	YBR253W
TUB4	YLR212C	YLR212C	YLR212C
PET18	YCR020C	YCR020C	YCR020C
YDR340W	YDR340W	YDR340W	YDR340W
YJR141W	YJR141W	YJR141W	YJR141W
VMA22	YHR060W	YHR060W	YHR060W
BCP1	YDR361C	YDR361C	YDR361C
TAE2	YPL009C	YPL009C	YPL009C
CRZ1	YNL027W	YNL027W	YNL027W
AQR1	YNL065W	YNL065W	YNL065W
YNL211C	YNL211C	YNL211C	YNL211C
CBP2	YHL038C	YHL038C	YHL038C
MUK1	YPL070W	YPL070W	YPL070W
MDY2	YOL111C	YOL111C	YOL111C
PPH3	YDR075W	YDR075W	YDR075W
NTF2	YER009W	YER009W	YER009W
ESC1	YMR219W	YMR219W	YMR219W
MOB2	YFL034C-B	YFL034C-B	YFL034C-B
STS1	YIR011C	YIR011C	YIR011C
PRC1	YMR297W	YMR297W	YMR297W
REV7	YIL139C	YIL139C	YIL139C
REC107	YJR021C	YJR021C	YJR021C
CHL4	YDR254W	YDR254W	YDR254W
RPL18B	YNL301C	YNL301C	YNL301C
AEP3	YPL005W	YPL005W	YPL005W
ARC1	YGL105W	YGL105W	YGL105W
YBR255C-A	YBR255C-A	YBR255C-A	YBR255C-A
WHI4	YDL224C	YDL224C	YDL224C
PXA2	YKL188C	YKL188C	YKL188C
UTP22	YGR090W	YGR090W	YGR090W
MSN4	YKL062W	YKL062W	YKL062W
ERG28	YER044C	YER044C	YER044C
ATP11	YNL315C	YNL315C	YNL315C
LDB18	YLL049W	YLL049W	YLL049W
URA1	YKL216W	YKL216W	YKL216W
CIS3	YJL158C	YJL158C	YJL158C
NBP2	YDR162C	YDR162C	YDR162C
YCR024C-B	YCR024C-B	YCR024C-B	YCR024C-B
YJL202C	YJL202C	YJL202C	YJL202C
YIH1	YCR059C	YCR059C	YCR059C
YDL183C	YDL183C	YDL183C	YDL183C
PET10	YKR046C	YKR046C	YKR046C
GID7	YCL039W	YCL039W	YCL039W
EMP65	YER140W	YER140W	YER140W
BTS1	YPL069C	YPL069C	YPL069C
PHR1	YOR386W	YOR386W	YOR386W
YLR365W	YLR365W	YLR365W	YLR365W
PRP46	YPL151C	YPL151C	YPL151C
BOP3	YNL042W	YNL042W	YNL042W
SET5	YHR207C	YHR207C	YHR207C
YCR064C	YCR064C	YCR064C	YCR064C
HSP42	YDR171W	YDR171W	YDR171W
TGS1	YPL157W	YPL157W	YPL157W
YLR227W-A	YLR227W-A	YLR227W-A	YLR227W-A
PEX29	YDR479C	YDR479C	YDR479C
MTW1	YAL034W-A	YAL034W-A	YAL034W-A
YBR013C	YBR013C	YBR013C	YBR013C
HNT3	YOR258W	YOR258W	YOR258W
BIO4	YNR057C	YNR057C	YNR057C
YJL113W	YJL113W	YJL113W	YJL113W
BAR1	YIL015W	YIL015W	YIL015W
YGR161W-C	YGR161W-C	YGR161W-C	YGR161W-C
YHR127W	YHR127W	YHR127W	YHR127W
LPD1	YFL018C	YFL018C	YFL018C
MDJ2	YNL328C	YNL328C	YNL328C
YCL049C	YCL049C	YCL049C	YCL049C
YLR072W	YLR072W	YLR072W	YLR072W
UBA4	YHR111W	YHR111W	YHR111W
OLE1	YGL055W	YGL055W	YGL055W
APM3	YBR288C	YBR288C	YBR288C
THI20	YOL055C	YOL055C	YOL055C
PYK2	YOR347C	YOR347C	YOR347C
ALG2	YGL065C	YGL065C	YGL065C
ARD1	YHR013C	YHR013C	YHR013C
SLY41	YOR307C	YOR307C	YOR307C
YAL042C-A	YAL042C-A	YAL042C-A	YAL042C-A
YNL144C	YNL144C	YNL144C	YNL144C
GTT1	YIR038C	YIR038C	YIR038C
YLR230W	YLR230W	YLR230W	YLR230W
AIM1	YAL046C	YAL046C	YAL046C
RSA1	YPL193W	YPL193W	YPL193W
YER147C-A	YER147C-A	YER147C-A	YER147C-A
YJL045W	YJL045W	YJL045W	YJL045W
SER2	YGR208W	YGR208W	YGR208W
MRP1	YDR347W	YDR347W	YDR347W
YER190C-B	YER190C-B	YER190C-B	YER190C-B
YKR078W	YKR078W	YKR078W	YKR078W
SPC19	YDR201W	YDR201W	YDR201W
VPS69	YPR087W	YPR087W	YPR087W
AAT2	YLR027C	YLR027C	YLR027C
RIM20	YOR275C	YOR275C	YOR275C
BET5	YML077W	YML077W	YML077W
GUS1	YGL245W	YGL245W	YGL245W
MED6	YHR058C	YHR058C	YHR058C
SEC23	YPR181C	YPR181C	YPR181C
YDL025W-A	YDL025W-A	YDL025W-A	YDL025W-A
YRF1-2	YER190W	YER190W	YER190W
PHO88	YBR106W	YBR106W	YBR106W
ARG4	YHR018C	YHR018C	YHR018C
YPL197C	YPL197C	YPL197C	YPL197C
NPL4	YBR170C	YBR170C	YBR170C
UBP15	YMR304W	YMR304W	YMR304W
YDL211C	YDL211C	YDL211C	YDL211C
ATP4	YPL078C	YPL078C	YPL078C
DON1	YDR273W	YDR273W	YDR273W
CSI2	YOL007C	YOL007C	YOL007C
HPT1	YDR399W	YDR399W	YDR399W
PER33	YLR064W	YLR064W	YLR064W
PRS1	YKL181W	YKL181W	YKL181W
YML047W-A	YML047W-A	YML047W-A	YML047W-A
TDH3	YGR192C	YGR192C	YGR192C
RIM8	YGL045W	YGL045W	YGL045W
MDH3	YDL078C	YDL078C	YDL078C
NOP12	YOL041C	YOL041C	YOL041C
YMR226C	YMR226C	YMR226C	YMR226C
RPN10	YHR200W	YHR200W	YHR200W
AGE1	YDR524C	YDR524C	YDR524C
YLR111W	YLR111W	YLR111W	YLR111W
YBR219C	YBR219C	YBR219C	YBR219C
YMR122C	YMR122C	YMR122C	YMR122C
YTA7	YGR270W	YGR270W	YGR270W
YLH47	YPR125W	YPR125W	YPR125W
GLY1	YEL046C	YEL046C	YEL046C
RPR2	YIR015W	YIR015W	YIR015W
LSB1	YGR136W	YGR136W	YGR136W
RPL20A	YMR242C	YMR242C	YMR242C
YLR379W	YLR379W	YLR379W	YLR379W
COQ4	YDR204W	YDR204W	YDR204W
BEM4	YPL161C	YPL161C	YPL161C
NDE1	YMR145C	YMR145C	YMR145C
YIR017W-A	YIR017W-A	YIR017W-A	YIR017W-A
GPI13	YLL031C	YLL031C	YLL031C
PRO1	YDR300C	YDR300C	YDR300C
CDC42	YLR229C	YLR229C	YLR229C
RPN13	YLR421C	YLR421C	YLR421C
DAN4	YJR151C	YJR151C	YJR151C
YMR307C-A	YMR307C-A	YMR307C-A	YMR307C-A
PNG1	YPL096W	YPL096W	YPL096W
YMD8	YML038C	YML038C	YML038C
IML2	YJL082W	YJL082W	YJL082W
YIA6	YIL006W	YIL006W	YIL006W
ART10	YLR392C	YLR392C	YLR392C
PRP38	YGR075C	YGR075C	YGR075C
MRPL37	YBR268W	YBR268W	YBR268W
OMS1	YDR316W	YDR316W	YDR316W
PDR18	YNR070W	YNR070W	YNR070W
VPS51	YKR020W	YKR020W	YKR020W
YOL164W-A	YOL164W-A	YOL164W-A	YOL164W-A
YPR142C	YPR142C	YPR142C	YPR142C
MFA2	YNL145W	YNL145W	YNL145W
DYS1	YHR068W	YHR068W	YHR068W
YEL010W	YEL010W	YEL010W	YEL010W
YOL013W-B	YOL013W-B	YOL013W-B	YOL013W-B
AIM14	YGL160W	YGL160W	YGL160W
YGR042W	YGR042W	YGR042W	YGR042W
CYM1	YDR430C	YDR430C	YDR430C
GPH1	YPR160W	YPR160W	YPR160W
PAC2	YER007W	YER007W	YER007W
RRP46	YGR095C	YGR095C	YGR095C
YCR041W	YCR041W	YCR041W	YCR041W
RIM15	YFL033C	YFL033C	YFL033C
NUR1	YDL089W	YDL089W	YDL089W
SPS2	YDR522C	YDR522C	YDR522C
NPR2	YEL062W	YEL062W	YEL062W
ETR1	YBR026C	YBR026C	YBR026C
DPH6	YLR143W	YLR143W	YLR143W
STO1	YMR125W	YMR125W	YMR125W
YLR126C	YLR126C	YLR126C	YLR126C
MAD1	YGL086W	YGL086W	YGL086W
NRK1	YNL129W	YNL129W	YNL129W
RPT6	YGL048C	YGL048C	YGL048C
MAM1	YER106W	YER106W	YER106W
TEC1	YBR083W	YBR083W	YBR083W
YJR012C	YJR012C	YJR012C	YJR012C
PUS6	YGR169C	YGR169C	YGR169C
YDR509W	YDR509W	YDR509W	YDR509W
Q0010	Q0010	Q0010	Q0010
YMR074C	YMR074C	YMR074C	YMR074C
YJL127W-A	YJL127W-A	YJL127W-A	YJL127W-A
YDR341C	YDR341C	YDR341C	YDR341C
YDR521W	YDR521W	YDR521W	YDR521W
TMA23	YMR269W	YMR269W	YMR269W
YJR112W-A	YJR112W-A	YJR112W-A	YJR112W-A
YHR138C	YHR138C	YHR138C	YHR138C
YBL039C-A	YBL039C-A	YBL039C-A	YBL039C-A
GAT1	YFL021W	YFL021W	YFL021W
POC4	YPL144W	YPL144W	YPL144W
RPS18B	YML026C	YML026C	YML026C
MAK10	YEL053C	YEL053C	YEL053C
OPI1	YHL020C	YHL020C	YHL020C
VOA1	YGR106C	YGR106C	YGR106C
YLR444C	YLR444C	YLR444C	YLR444C
YJR128W	YJR128W	YJR128W	YJR128W
CMC4	YMR194C-B	YMR194C-B	YMR194C-B
SST2	YLR452C	YLR452C	YLR452C
TAF4	YMR005W	YMR005W	YMR005W
YOL099C	YOL099C	YOL099C	YOL099C
NMD4	YLR363C	YLR363C	YLR363C
YKE4	YIL023C	YIL023C	YIL023C
SNF4	YGL115W	YGL115W	YGL115W
MRPL31	YKL138C	YKL138C	YKL138C
ZEO1	YOL109W	YOL109W	YOL109W
ERP6	YGL002W	YGL002W	YGL002W
RPL20B	YOR312C	YOR312C	YOR312C
YLR179C	YLR179C	YLR179C	YLR179C
ELA1	YNL230C	YNL230C	YNL230C
WSC4	YHL028W	YHL028W	YHL028W
YCR015C	YCR015C	YCR015C	YCR015C
ARR1	YPR199C	YPR199C	YPR199C
TGL3	YMR313C	YMR313C	YMR313C
DCR2	YLR361C	YLR361C	YLR361C
SLM4	YBR077C	YBR077C	YBR077C
MUM3	YOR298W	YOR298W	YOR298W
ARO10	YDR380W	YDR380W	YDR380W
YMR135W-A	YMR135W-A	YMR135W-A	YMR135W-A
OST5	YGL226C-A	YGL226C-A	YGL226C-A
YDL177C	YDL177C	YDL177C	YDL177C
PHM7	YOL084W	YOL084W	YOL084W
MEF1	YLR069C	YLR069C	YLR069C
MAK21	YDR060W	YDR060W	YDR060W
OPI6	YDL096C	YDL096C	YDL096C
YGR149W	YGR149W	YGR149W	YGR149W
LEA1	YPL213W	YPL213W	YPL213W
TPK2	YPL203W	YPL203W	YPL203W
SDH2	YLL041C	YLL041C	YLL041C
YGL258W-A	YGL258W-A	YGL258W-A	YGL258W-A
LSM2	YBL026W	YBL026W	YBL026W
YBR076C-A	YBR076C-A	YBR076C-A	YBR076C-A
YNR021W	YNR021W	YNR021W	YNR021W
TWF1	YGR080W	YGR080W	YGR080W
YBL055C	YBL055C	YBL055C	YBL055C
MSI1	YBR195C	YBR195C	YBR195C
HMRA2	YCR096C	YCR096C	YCR096C
IMA3	YIL172C	YIL172C	YIL172C
YPL191C	YPL191C	YPL191C	YPL191C
SEC59	YMR013C	YMR013C	YMR013C
PPT2	YPL148C	YPL148C	YPL148C
YPT1	YFL038C	YFL038C	YFL038C
YPL088W	YPL088W	YPL088W	YPL088W
HSP82	YPL240C	YPL240C	YPL240C
PRM2	YIL037C	YIL037C	YIL037C
TIP20	YGL145W	YGL145W	YGL145W
YLR232W	YLR232W	YLR232W	YLR232W
HRB1	YNL004W	YNL004W	YNL004W
ARO7	YPR060C	YPR060C	YPR060C
EAF5	YEL018W	YEL018W	YEL018W
YEL043W	YEL043W	YEL043W	YEL043W
RRP4	YHR069C	YHR069C	YHR069C
CWC24	YLR323C	YLR323C	YLR323C
NUP49	YGL172W	YGL172W	YGL172W
KTR6	YPL053C	YPL053C	YPL053C
LIA1	YJR070C	YJR070C	YJR070C
YRF1-7	YPL283C	YPL283C	YPL283C
CCT4	YDL143W	YDL143W	YDL143W
RKM4	YDR257C	YDR257C	YDR257C
YKL162C	YKL162C	YKL162C	YKL162C
RIM101	YHL027W	YHL027W	YHL027W
YAR068W	YAR068W	YAR068W	YAR068W
HAS1	YMR290C	YMR290C	YMR290C
YGR296C-A	YGR296C-A	YGR296C-A	YGR296C-A
GPM2	YDL021W	YDL021W	YDL021W
PPN1	YDR452W	YDR452W	YDR452W
NIP7	YPL211W	YPL211W	YPL211W
PFF1	YBR074W	YBR074W	YBR074W
CDC19	YAL038W	YAL038W	YAL038W
KTI11	YBL071W-A	YBL071W-A	YBL071W-A
MRPL3	YMR024W	YMR024W	YMR024W
LDS2	YOL047C	YOL047C	YOL047C
ERP3	YDL018C	YDL018C	YDL018C
SMD3	YLR147C	YLR147C	YLR147C
SNP1	YIL061C	YIL061C	YIL061C
ERV25	YML012W	YML012W	YML012W
IKI1	YHR187W	YHR187W	YHR187W
COX2	Q0250	Q0250	Q0250
CYS4	YGR155W	YGR155W	YGR155W
ASP3-1	YLR155C	YLR155C	YLR155C
TIS11	YLR136C	YLR136C	YLR136C
YKR015C	YKR015C	YKR015C	YKR015C
TSR1	YDL060W	YDL060W	YDL060W
MMS22	YLR320W	YLR320W	YLR320W
RPS24B	YIL069C	YIL069C	YIL069C
PPE1	YHR075C	YHR075C	YHR075C
KTR7	YIL085C	YIL085C	YIL085C
GCN1	YGL195W	YGL195W	YGL195W
LCB2	YDR062W	YDR062W	YDR062W
MCH4	YOL119C	YOL119C	YOL119C
ADO1	YJR105W	YJR105W	YJR105W
PCL1	YNL289W	YNL289W	YNL289W
SPT2	YER161C	YER161C	YER161C
MRPS12	YNR036C	YNR036C	YNR036C
SEO1	YAL067C	YAL067C	YAL067C
RKR1	YMR247C	YMR247C	YMR247C
YOR316C-A	YOR316C-A	YOR316C-A	YOR316C-A
MRPL49	YJL096W	YJL096W	YJL096W
YMR111C	YMR111C	YMR111C	YMR111C
MEC1	YBR136W	YBR136W	YBR136W
MPE1	YKL059C	YKL059C	YKL059C
YGR018C	YGR018C	YGR018C	YGR018C
YMR090W	YMR090W	YMR090W	YMR090W
YNR061C	YNR061C	YNR061C	YNR061C
NUP57	YGR119C	YGR119C	YGR119C
MIC26	YGR235C	YGR235C	YGR235C
YER121W	YER121W	YER121W	YER121W
RCY1	YJL204C	YJL204C	YJL204C
SLO1	YER180C-A	YER180C-A	YER180C-A
YMR294W-A	YMR294W-A	YMR294W-A	YMR294W-A
TRX2	YGR209C	YGR209C	YGR209C
YMR306C-A	YMR306C-A	YMR306C-A	YMR306C-A
YCK2	YNL154C	YNL154C	YNL154C
YDL012C	YDL012C	YDL012C	YDL012C
PRX1	YBL064C	YBL064C	YBL064C
INH1	YDL181W	YDL181W	YDL181W
YOR392W	YOR392W	YOR392W	YOR392W
REC114	YMR133W	YMR133W	YMR133W
MAE1	YKL029C	YKL029C	YKL029C
ISR1	YPR106W	YPR106W	YPR106W
BDP1	YNL039W	YNL039W	YNL039W
ATG9	YDL149W	YDL149W	YDL149W
ADK2	YER170W	YER170W	YER170W
GAL3	YDR009W	YDR009W	YDR009W
MRPL27	YBR282W	YBR282W	YBR282W
HGH1	YGR187C	YGR187C	YGR187C
NSE1	YLR007W	YLR007W	YLR007W
KAR9	YPL269W	YPL269W	YPL269W
BI2	Q0110	Q0110	Q0110
PRP22	YER013W	YER013W	YER013W
FCY21	YER060W	YER060W	YER060W
TRS120	YDR407C	YDR407C	YDR407C
ARO9	YHR137W	YHR137W	YHR137W
YHL034W-A	YHL034W-A	YHL034W-A	YHL034W-A
LEU1	YGL009C	YGL009C	YGL009C
PEF1	YGR058W	YGR058W	YGR058W
PAU15	YIR041W	YIR041W	YIR041W
URM1	YIL008W	YIL008W	YIL008W
RIM2	YBR192W	YBR192W	YBR192W
BIG1	YHR101C	YHR101C	YHR101C
RNH202	YDR279W	YDR279W	YDR279W
ALK2	YBL009W	YBL009W	YBL009W
SMB1	YER029C	YER029C	YER029C
GPN3	YLR243W	YLR243W	YLR243W
RRT8	YOL048C	YOL048C	YOL048C
RRN7	YJL025W	YJL025W	YJL025W
RPN9	YDR427W	YDR427W	YDR427W
TRS23	YDR246W	YDR246W	YDR246W
SKG3	YLR187W	YLR187W	YLR187W
FMP10	YER182W	YER182W	YER182W
DIA3	YDL024C	YDL024C	YDL024C
PSO2	YMR137C	YMR137C	YMR137C
RIA1	YNL163C	YNL163C	YNL163C
MTF1	YMR228W	YMR228W	YMR228W
SPT20	YOL148C	YOL148C	YOL148C
HAM1	YJR069C	YJR069C	YJR069C
DFM1	YDR411C	YDR411C	YDR411C
YBR232C	YBR232C	YBR232C	YBR232C
RNR3	YIL066C	YIL066C	YIL066C
NOP2	YNL061W	YNL061W	YNL061W
GIC2	YDR309C	YDR309C	YDR309C
RAD51	YER095W	YER095W	YER095W
CTR86	YCR054C	YCR054C	YCR054C
LCD1	YDR499W	YDR499W	YDR499W
TIF2	YJL138C	YJL138C	YJL138C
MRPL8	YJL063C	YJL063C	YJL063C
ECM9	YKR004C	YKR004C	YKR004C
YMR206W	YMR206W	YMR206W	YMR206W
IES5	YER092W	YER092W	YER092W
VIP1	YLR410W	YLR410W	YLR410W
RIM13	YMR154C	YMR154C	YMR154C
FES1	YBR101C	YBR101C	YBR101C
YDR544C	YDR544C	YDR544C	YDR544C
PKP1	YIL042C	YIL042C	YIL042C
SIN3	YOL004W	YOL004W	YOL004W
YHR112C	YHR112C	YHR112C	YHR112C
CGR1	YGL029W	YGL029W	YGL029W
YPL261C	YPL261C	YPL261C	YPL261C
YGR160W	YGR160W	YGR160W	YGR160W
CBF1	YJR060W	YJR060W	YJR060W
GPI19	YDR437W	YDR437W	YDR437W
SPO11	YHL022C	YHL022C	YHL022C
YGR017W	YGR017W	YGR017W	YGR017W
SAE2	YGL175C	YGL175C	YGL175C
AYR1	YIL124W	YIL124W	YIL124W
STT4	YLR305C	YLR305C	YLR305C
YOR343C	YOR343C	YOR343C	YOR343C
YHB1	YGR234W	YGR234W	YGR234W
YCP4	YCR004C	YCR004C	YCR004C
YKL115C	YKL115C	YKL115C	YKL115C
TFA1	YKL028W	YKL028W	YKL028W
VPS4	YPR173C	YPR173C	YPR173C
SWC3	YAL011W	YAL011W	YAL011W
RRP9	YPR137W	YPR137W	YPR137W
PRM10	YJL108C	YJL108C	YJL108C
VMA10	YHR039C-A	YHR039C-A	YHR039C-A
FAR10	YLR238W	YLR238W	YLR238W
RPL9B	YNL067W	YNL067W	YNL067W
NPP2	YEL016C	YEL016C	YEL016C
YEL020C	YEL020C	YEL020C	YEL020C
YEH2	YLR020C	YLR020C	YLR020C
MFM1	YPL060W	YPL060W	YPL060W
AIM10	YER087W	YER087W	YER087W
YIL156W-B	YIL156W-B	YIL156W-B	YIL156W-B
DUF1	YOL087C	YOL087C	YOL087C
YPT11	YNL304W	YNL304W	YNL304W
RSC30	YHR056C	YHR056C	YHR056C
YNL092W	YNL092W	YNL092W	YNL092W
YMR1	YJR110W	YJR110W	YJR110W
TTI1	YKL033W	YKL033W	YKL033W
RRD2	YPL152W	YPL152W	YPL152W
MAG2	YLR427W	YLR427W	YLR427W
YHR214W	YHR214W	YHR214W	YHR214W
YLR049C	YLR049C	YLR049C	YLR049C
OLA1	YBR025C	YBR025C	YBR025C
TAD1	YGL243W	YGL243W	YGL243W
YNL208W	YNL208W	YNL208W	YNL208W
HIS1	YER055C	YER055C	YER055C
RRP3	YHR065C	YHR065C	YHR065C
RPS5	YJR123W	YJR123W	YJR123W
MRP20	YDR405W	YDR405W	YDR405W
TEP1	YNL128W	YNL128W	YNL128W
RAD54	YGL163C	YGL163C	YGL163C
YDR426C	YDR426C	YDR426C	YDR426C
RIM11	YMR139W	YMR139W	YMR139W
YDR442W	YDR442W	YDR442W	YDR442W
PBS2	YJL128C	YJL128C	YJL128C
TIM22	YDL217C	YDL217C	YDL217C
MPP10	YJR002W	YJR002W	YJR002W
YOL085C	YOL085C	YOL085C	YOL085C
SEC62	YPL094C	YPL094C	YPL094C
FAR1	YJL157C	YJL157C	YJL157C
SCS2	YER120W	YER120W	YER120W
YAL037C-A	YAL037C-A	YAL037C-A	YAL037C-A
SPT16	YGL207W	YGL207W	YGL207W
EMI2	YDR516C	YDR516C	YDR516C
NKP2	YLR315W	YLR315W	YLR315W
SSE1	YPL106C	YPL106C	YPL106C
KEG1	YFR042W	YFR042W	YFR042W
HAP1	YLR256W	YLR256W	YLR256W
QCR2	YPR191W	YPR191W	YPR191W
YJR029W	YJR029W	YJR029W	YJR029W
YHM2	YMR241W	YMR241W	YMR241W
YNR077C	YNR077C	YNR077C	YNR077C
MDM32	YOR147W	YOR147W	YOR147W
RPL39	YJL189W	YJL189W	YJL189W
YAL059C-A	YAL059C-A	YAL059C-A	YAL059C-A
SAE3	YHR079C-A	YHR079C-A	YHR079C-A
RGD1	YBR260C	YBR260C	YBR260C
VPS33	YLR396C	YLR396C	YLR396C
YOL079W	YOL079W	YOL079W	YOL079W
RSM19	YNR037C	YNR037C	YNR037C
SRP68	YPL243W	YPL243W	YPL243W
YDL109C	YDL109C	YDL109C	YDL109C
GAL7	YBR018C	YBR018C	YBR018C
SEC39	YLR440C	YLR440C	YLR440C
COS7	YDL248W	YDL248W	YDL248W
YCR043C	YCR043C	YCR043C	YCR043C
YRO2	YBR054W	YBR054W	YBR054W
MDL2	YPL270W	YPL270W	YPL270W
IBD2	YNL164C	YNL164C	YNL164C
GCD10	YNL062C	YNL062C	YNL062C
URA5	YML106W	YML106W	YML106W
AIM34	YMR003W	YMR003W	YMR003W
LIP1	YMR298W	YMR298W	YMR298W
YRF1-3	YGR296W	YGR296W	YGR296W
YIL029W-A	YIL029W-A	YIL029W-A	YIL029W-A
MSN2	YMR037C	YMR037C	YMR037C
VPS29	YHR012W	YHR012W	YHR012W
YJU3	YKL094W	YKL094W	YKL094W
MSA1	YOR066W	YOR066W	YOR066W
ITR1	YDR497C	YDR497C	YDR497C
RPS22B	YLR367W	YLR367W	YLR367W
AFI1	YOR129C	YOR129C	YOR129C
PAU20	YOL161C	YOL161C	YOL161C
YJL027C	YJL027C	YJL027C	YJL027C
HMS2	YJR147W	YJR147W	YJR147W
SIZ1	YDR409W	YDR409W	YDR409W
RSM10	YDR041W	YDR041W	YDR041W
SCS7	YMR272C	YMR272C	YMR272C
NUP192	YJL039C	YJL039C	YJL039C
LTV1	YKL143W	YKL143W	YKL143W
PMT7	YDR307W	YDR307W	YDR307W
RPP1A	YDL081C	YDL081C	YDL081C
YBL100C	YBL100C	YBL100C	YBL100C
FAF1	YIL019W	YIL019W	YIL019W
YIL082W-A	YIL082W-A	YIL082W-A	YIL082W-A
UBA2	YDR390C	YDR390C	YDR390C
COG6	YNL041C	YNL041C	YNL041C
