GENE NAME	Gene stable ID	Transcript stable ID	Protein stable ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID
CG45186	FBgn0266696	FBtr0345092	FBpp0311317		Q9W016
CG45186	FBgn0266696	FBtr0345099	FBpp0311324		Q7KV98
CG45186	FBgn0266696	FBtr0345110	FBpp0311335		X2JCG0
CG45186	FBgn0266696	FBtr0345094	FBpp0311319		E1JIC0
CG45186	FBgn0266696	FBtr0345106	FBpp0311331		Q0E8J1
CG45186	FBgn0266696	FBtr0345095	FBpp0311320		Q8IRF0
CG45186	FBgn0266696	FBtr0345098	FBpp0311323		Q960Y7
CG45186	FBgn0266696	FBtr0345098	FBpp0311323		M9MRU6
CG45186	FBgn0266696	FBtr0345088	FBpp0311313		Q7KV98
CG45186	FBgn0266696	FBtr0345085	FBpp0311310		X2JAL9
CG45186	FBgn0266696	FBtr0345115	FBpp0311340		M9MRN1
CG45186	FBgn0266696	FBtr0345113	FBpp0311338		Q9W018
CG45186	FBgn0266696	FBtr0345100	FBpp0311325		E1JIB9
CG45186	FBgn0266696	FBtr0345108	FBpp0311333		M9PEC5
CG45186	FBgn0266696	FBtr0345090	FBpp0311315		Q6ILY3
CG45186	FBgn0266696	FBtr0345090	FBpp0311315		M9MRZ4
CG45186	FBgn0266696	FBtr0345103	FBpp0311328		M9PDU5
CG45186	FBgn0266696	FBtr0345102	FBpp0311327		Q7KV98
CG45186	FBgn0266696	FBtr0345091	FBpp0311316		M9MRQ1
CG45186	FBgn0266696	FBtr0345096	FBpp0311321		Q9W013
CG45186	FBgn0266696	FBtr0345114	FBpp0311339		M9MRN1
CG45186	FBgn0266696	FBtr0345111	FBpp0311336		D3DMI5
CG45186	FBgn0266696	FBtr0345111	FBpp0311336		X2J8M7
CG45186	FBgn0266696	FBtr0345086	FBpp0311311		M9MRP8
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		D0IQK6
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		Q0E8J1
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		A8WHM3
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		Q7KV92
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		Q95TG5
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		M9PEC5
CG45186	FBgn0266696	FBtr0345112	FBpp0311337		X2JAM4
CG45186	FBgn0266696	FBtr0345087	FBpp0311312		D0IQG5
CG45186	FBgn0266696	FBtr0345087	FBpp0311312		Q7KV98
CG45186	FBgn0266696	FBtr0345107	FBpp0311332		Q0E8J1
CG45186	FBgn0266696	FBtr0345105	FBpp0311330		Q7KV92
CG45186	FBgn0266696	FBtr0345097	FBpp0311322		C5WLV0
CG45186	FBgn0266696	FBtr0345097	FBpp0311322		M9NEY0
CG45186	FBgn0266696	FBtr0345109	FBpp0311334		Q6NNW7
CG45186	FBgn0266696	FBtr0345109	FBpp0311334		X2JC02
CG17322	FBgn0027070	FBtr0081106	FBpp0080656		Q9VJ45
CG17322	FBgn0027070	FBtr0081105	FBpp0080655		Q9VJ45
CG17322	FBgn0027070	FBtr0081107	FBpp0080657		Q9VJ45
CG17322	FBgn0027070	FBtr0081108	FBpp0080658		Q9VJ45
MTHL3	FBgn0028956	FBtr0340211	FBpp0309186	Q9V818	A0A0B4LFS2
MTHL3	FBgn0028956	FBtr0340212	FBpp0309187	Q9V818	Q6NNZ3
MTHL3	FBgn0028956	FBtr0340212	FBpp0309187	Q9V818	A0A0B4LFS2
MTHL3	FBgn0028956	FBtr0086955	FBpp0086111	Q9V818	A0A0B4LFS2
CG3704	FBgn0040346	FBtr0070188	FBpp0070181		B4F5J7
CG3704	FBgn0040346	FBtr0070188	FBpp0070181		Q9V3R3
ORMDL	FBgn0037110	FBtr0078423	FBpp0078077	Q9VP04	A0A1B2AK17
HIS3:CG33806	FBgn0053806	FBtr0091810	FBpp0091053	P02299
CG32668	FBgn0052668	FBtr0073469	FBpp0073325		Q8IR94
ACXC	FBgn0040508	FBtr0080413	FBpp0079994		Q8MRM8
ACXC	FBgn0040508	FBtr0080413	FBpp0079994		Q9VK53
ACXC	FBgn0040508	FBtr0100494	FBpp0099930		Q2PDU2
RAE1	FBgn0034646	FBtr0071683	FBpp0071600		Q7JVX4
RAE1	FBgn0034646	FBtr0071683	FBpp0071600		Q9W2E7
CG17107	FBgn0032281	FBtr0336848	FBpp0307808		Q9VKS2
CG17107	FBgn0032281	FBtr0336847	FBpp0307807		Q9VKS2
CG17107	FBgn0032281	FBtr0080107	FBpp0079696		Q9VKS2
CG34370	FBgn0085399	FBtr0332252	FBpp0304546		A8DYL2
CG34370	FBgn0085399	FBtr0299544	FBpp0288819		Q86P20
CG34370	FBgn0085399	FBtr0299544	FBpp0288819		A8DYL2
CG32023	FBgn0052023	FBtr0076588	FBpp0076315		B5RJ31
CG32023	FBgn0052023	FBtr0076588	FBpp0076315		Q4V6J7
CG32023	FBgn0052023	FBtr0076588	FBpp0076315		Q4V6G9
CG32023	FBgn0052023	FBtr0076588	FBpp0076315		Q4V6M5
CG16837	FBgn0035009	FBtr0072297	FBpp0072204		Q9W168
CG11762	FBgn0037618	FBtr0081912	FBpp0081395	Q9VHM6
BNK	FBgn0004389	FBtr0085754	FBpp0085116	P40794	C9QP92
MTNE	FBgn0262146	FBtr0304129	FBpp0293071		B8A3Y2
MTNE	FBgn0262146	FBtr0346342	FBpp0312059		B8A3Y2
CG4218	FBgn0250844	FBtr0344772	FBpp0311101		X2J648
CG4218	FBgn0250844	FBtr0080662	FBpp0080228		Q8IH96
CG4218	FBgn0250844	FBtr0080662	FBpp0080228		Q9V3A9
CG4218	FBgn0250844	FBtr0343704	FBpp0310285		Q9V3A9
CG4218	FBgn0250844	FBtr0343703	FBpp0310284		X2J8F7
CA-P60A	FBgn0263006	FBtr0072214	FBpp0072123	P22700	E8NHA8
CA-P60A	FBgn0263006	FBtr0343281	FBpp0309946		A0A0B4LGB7
CA-P60A	FBgn0263006	FBtr0072213	FBpp0072122	P22700	E8NHA8
CA-P60A	FBgn0263006	FBtr0072215	FBpp0072124
CA-P60A	FBgn0263006	FBtr0072216	FBpp0072125	P22700	E8NHA8
CA-P60A	FBgn0263006	FBtr0072217	FBpp0072126	P22700	E8NHA8
CA-P60A	FBgn0263006	FBtr0072218	FBpp0072127	P22700	E8NHA8
CA-P60A	FBgn0263006	FBtr0072212	FBpp0072121	P22700	E8NHA8
CA-P60A	FBgn0263006	FBtr0072211	FBpp0072120	P22700	E8NHA8
RHOGAP100F	FBgn0039883	FBtr0309829	FBpp0301565		A0A0B4K6W5
RHOGAP100F	FBgn0039883	FBtr0304595	FBpp0293137		A0A0B4K6W5
RHOGAP100F	FBgn0039883	FBtr0304595	FBpp0293137		A0A0B4K7G3
RHOGAP100F	FBgn0039883	FBtr0302180	FBpp0291390
RHOGAP100F	FBgn0039883	FBtr0304594	FBpp0293136		A0A0B4K813
RHOGAP100F	FBgn0039883	FBtr0302181	FBpp0291391	Q9V9S7	I0C0N0
RHOGAP100F	FBgn0039883	FBtr0302179	FBpp0291389		I0C0N0
RHOGAP100F	FBgn0039883	FBtr0343538	FBpp0310142		A0A0B4LJ24
RHOGAP100F	FBgn0039883	FBtr0343539	FBpp0310143		A0A0B4K7S3
CG6418	FBgn0036104	FBtr0076274	FBpp0076003		Q9VTC1
HISCL1	FBgn0037950	FBtr0082472	FBpp0089167		B5SUZ0
HISCL1	FBgn0037950	FBtr0082472	FBpp0089167		Q95T69
HISCL1	FBgn0037950	FBtr0082471	FBpp0089166		Q8WS32
HISCL1	FBgn0037950	FBtr0082470	FBpp0081946		Q8T9R9
HISCL1	FBgn0037950	FBtr0082470	FBpp0081946		Q9VGI0
HISCL1	FBgn0037950	FBtr0301826	FBpp0291040		B5SUY9
HISCL1	FBgn0037950	FBtr0301826	FBpp0291040		E1JII9
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7C9
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7R5
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7S3
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7D7
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7B3
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7G1
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7I5
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I7C1
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		C5I797
CG9114	FBgn0030628	FBtr0074020	FBpp0073837		Q9VXW5
CG8111	FBgn0035825	FBtr0076770	FBpp0076485	Q9VSB9	B5RJL3
CG32069	FBgn0052069	FBtr0076241	FBpp0075970		Q9VTE1
CG10465	FBgn0033017	FBtr0086094	FBpp0085430		Q7JZ62
TSP33B	FBgn0032376	FBtr0080265	FBpp0079849		Q9VKF3
CG14567	FBgn0037126	FBtr0078454	FBpp0078108		Q9VNY8
CDK5	FBgn0013762	FBtr0087350	FBpp0086483	P48609
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		Q2XY26
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		B4YXE8
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		B5RJH9
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		B4YXE7
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		E0R973
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		B4YXE6
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		P91644
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		B4YXF3
KEK2	FBgn0015400	FBtr0080252	FBpp0079836		Q9VKG1
PINK1	FBgn0029891	FBtr0070956	FBpp0070917		Q0KHV6
PINK1	FBgn0029891	FBtr0070957	FBpp0070918		Q0KHV6
PINK1	FBgn0029891	FBtr0100419	FBpp0099835		F6JB93
PINK1	FBgn0029891	FBtr0100419	FBpp0099835		A9YJG0
PINK1	FBgn0029891	FBtr0100419	FBpp0099835		Q961J3
PINK1	FBgn0029891	FBtr0100419	FBpp0099835		F6JBA1
PINK1	FBgn0029891	FBtr0100419	FBpp0099835		Q0KHV6
PINK1	FBgn0029891	FBtr0345295	FBpp0311462		Q0KHV6
PINK1	FBgn0029891	FBtr0100413	FBpp0099830		Q0KHV6
PINK1	FBgn0029891	FBtr0100415	FBpp0099832		Q0KHV6
PINK1	FBgn0029891	FBtr0100416	FBpp0099833		Q0KHV6
PINK1	FBgn0029891	FBtr0100414	FBpp0099831		Q0KHV6
PINK1	FBgn0029891	FBtr0100420	FBpp0099837		Q0KHV6
CG30285	FBgn0050285	FBtr0071678	FBpp0071595		D3DMJ3
CG30285	FBgn0050285	FBtr0071678	FBpp0071595		Q8MLV4
CG32364	FBgn0052364	FBtr0076720	FBpp0076443		G2J632
CG32364	FBgn0052364	FBtr0076720	FBpp0076443		Q4V4A4
CG32364	FBgn0052364	FBtr0076720	FBpp0076443		Q8IQA2
PCK	FBgn0013720	FBtr0100198	FBpp0099568		Q2PE37
PCK	FBgn0013720	FBtr0070256	FBpp0070246		Q8T098
PCK	FBgn0013720	FBtr0070256	FBpp0070246		E4NKM0
PCK	FBgn0013720	FBtr0070256	FBpp0070246		O76899
PCK	FBgn0013720	FBtr0070255	FBpp0070245		O76899
SFP24F	FBgn0259958	FBtr0304639	FBpp0293181		C9QNY4
SFP24F	FBgn0259958	FBtr0304639	FBpp0293181		B4ZJ93
SFP24F	FBgn0259958	FBtr0300304	FBpp0289532		B4ZJ93
CG5254	FBgn0040383	FBtr0343759	FBpp0310321		Q8SZN6
CG5254	FBgn0040383	FBtr0343759	FBpp0310321		X2JA11
CG5254	FBgn0040383	FBtr0070134	FBpp0070129		Q9V3T2
WNTD	FBgn0038134	FBtr0082775	FBpp0082243	Q9VFX1
SLC5A11	FBgn0031998	FBtr0079637	FBpp0079253		Q9VLR8
PRC	FBgn0028573	FBtr0076064	FBpp0075796		Q7YU48
PRC	FBgn0028573	FBtr0076064	FBpp0075796		Q9U617
PRC	FBgn0028573	FBtr0076064	FBpp0075796		Q9VTR6
NOP17L	FBgn0033224	FBtr0088902	FBpp0087976	Q0E9G3
NOP17L	FBgn0033224	FBtr0088900	FBpp0087974	Q0E9G3
NOP17L	FBgn0033224	FBtr0088901	FBpp0087975	Q0E9G3
RPN9	FBgn0028691	FBtr0084470	FBpp0083861		Q29QY1
RPN9	FBgn0028691	FBtr0084470	FBpp0083861		Q7KMP8
RPN9	FBgn0028691	FBtr0084469	FBpp0083860		Q7KMP8
UZIP	FBgn0004055	FBtr0072397	FBpp0072304	P10379	A0A0B4LGL6
UZIP	FBgn0004055	FBtr0345678	FBpp0311729	P10379	A0A0B4LGL6
RET	FBgn0011829	FBtr0081495	FBpp0081023		Q7KT06
RET	FBgn0011829	FBtr0081493	FBpp0081021		Q7KT06
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q7KA88
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q95RP6
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q9VIE4
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q9BHA9
RET	FBgn0011829	FBtr0081494	FBpp0081022		D0UY77
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q7JQD5
RET	FBgn0011829	FBtr0081494	FBpp0081022		D0UY86
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q6SAP3
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q6SAN8
RET	FBgn0011829	FBtr0081494	FBpp0081022		D0UY85
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q7KA90
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q6SAN7
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q9GP68
RET	FBgn0011829	FBtr0081494	FBpp0081022		D0UY78
RET	FBgn0011829	FBtr0081494	FBpp0081022		Q7KT06
CG31664	FBgn0051664	FBtr0334829	FBpp0306860		M9PC61
CG31664	FBgn0051664	FBtr0303377	FBpp0292439		B5RJN3
CG31664	FBgn0051664	FBtr0303377	FBpp0292439		Q4V4W5
CG31664	FBgn0051664	FBtr0303377	FBpp0292439		Q4V4V4
CG31664	FBgn0051664	FBtr0303377	FBpp0292439		Q9VQ45
WNT6	FBgn0031902	FBtr0334800	FBpp0306846		Q9VM26
WNT6	FBgn0031902	FBtr0303251	FBpp0292343		Q4V3S5
WNT6	FBgn0031902	FBtr0303251	FBpp0292343		Q9VM26
CG34291	FBgn0085320	FBtr0112487	FBpp0111400		A8JRD6
PEX3	FBgn0036484	FBtr0075640	FBpp0075393		Q9VUL8
PEX3	FBgn0036484	FBtr0331830	FBpp0304214		Q9VUL8
NON1	FBgn0028473	FBtr0088554	FBpp0087637	Q9V411	C5WLT8
NON1	FBgn0028473	FBtr0088554	FBpp0087637	Q9V411	A0AVV0
NON1	FBgn0028473	FBtr0088554	FBpp0087637	Q9V411	A0A0B4LEY9
NON1	FBgn0028473	FBtr0300649	FBpp0289874	Q9V411	A0A0B4LEY9
CG42560	FBgn0260762	FBtr0301263	FBpp0290478		E1JGT6
CG42560	FBgn0260762	FBtr0301262	FBpp0290477		Q4V3Y8
CG42560	FBgn0260762	FBtr0301262	FBpp0290477		E1JGT6
CG33145	FBgn0053145	FBtr0088048	FBpp0087154		A1Z8R6
CG33145	FBgn0053145	FBtr0088047	FBpp0087153		Q7JZU2
CG31874	FBgn0051874	FBtr0079964	FBpp0079554		Q8IPD2
TASK7	FBgn0037690	FBtr0082045	FBpp0081523		Q3ZZY0
TASK7	FBgn0037690	FBtr0082045	FBpp0081523		Q9VHE0
CG5111	FBgn0039343	FBtr0084880	FBpp0084254		Q8MSP2
CG5111	FBgn0039343	FBtr0084880	FBpp0084254		Q9VBQ3
VIB	FBgn0262468	FBtr0344554	FBpp0310907		Q8T3L2
VIB	FBgn0262468	FBtr0344554	FBpp0310907		Q9VDY8
VIB	FBgn0262468	FBtr0310064	FBpp0301765		A0A0B4KGG5
VIB	FBgn0262468	FBtr0083745	FBpp0083159		Q9VDY8
CG33120	FBgn0053120	FBtr0081118	FBpp0080663		Q9VJ41
CG13084	FBgn0032788	FBtr0081240	FBpp0080781		B3DNA4
CG13084	FBgn0032788	FBtr0081240	FBpp0080781		A9UNF6
CG13084	FBgn0032788	FBtr0081240	FBpp0080781		Q9VIV8
PIG-V	FBgn0265174	FBtr0339072	FBpp0308218	Q9V7W1
PIG-V	FBgn0265174	FBtr0339071	FBpp0308217	Q9V7W1
PIG-V	FBgn0265174	FBtr0339073	FBpp0308219	Q9V7W1
MST84DD	FBgn0004175	FBtr0081588	FBpp0081107	Q01645	A0A1B2AL86
CG42788	FBgn0261859	FBtr0303485	FBpp0292537		A0A0B4JDC8
CG42788	FBgn0261859	FBtr0303486	FBpp0292538		B9ER11
CG42788	FBgn0261859	FBtr0303486	FBpp0292538		Q9VFD2
CG42788	FBgn0261859	FBtr0303486	FBpp0292538		Q9VFD3
CG15084	FBgn0034402	FBtr0086619	FBpp0085801	Q7K0F0
IR75D	FBgn0036829	FBtr0309798	FBpp0301551		Q9VVU7
CNGL	FBgn0263257	FBtr0308310	FBpp0300629		Q9VXV7
CNGL	FBgn0263257	FBtr0308308	FBpp0300627		M9NGG3
CNGL	FBgn0263257	FBtr0345072	FBpp0311302		Q9VXV8
CNGL	FBgn0263257	FBtr0308309	FBpp0300628		Q9U5E2
CNGL	FBgn0263257	FBtr0308309	FBpp0300628		M9NEI3
CNGL	FBgn0263257	FBtr0345071	FBpp0311301		M9PH69
MOE	FBgn0011661	FBtr0071276	FBpp0089234
MOE	FBgn0011661	FBtr0071272	FBpp0071215
MOE	FBgn0011661	FBtr0308193	FBpp0300513		C7LAH9
MOE	FBgn0011661	FBtr0331601	FBpp0303991		M9PHG2
MOE	FBgn0011661	FBtr0071273	FBpp0089231
MOE	FBgn0011661	FBtr0071278	FBpp0089236	P46150	M9NG50
MOE	FBgn0011661	FBtr0071271	FBpp0071214		C9QP54
MOE	FBgn0011661	FBtr0071275	FBpp0089233
MOE	FBgn0011661	FBtr0071274	FBpp0089232
MOE	FBgn0011661	FBtr0071270	FBpp0071213
MOE	FBgn0011661	FBtr0308194	FBpp0300514	P46150	M9NG50
MOE	FBgn0011661	FBtr0071269	FBpp0071212
MOE	FBgn0011661	FBtr0071277	FBpp0089235
RPN5	FBgn0028690	FBtr0078629	FBpp0078278		Q9V3Z4
CG5089	FBgn0034144	FBtr0087107	FBpp0086253		Q8T0U2
OBP57D	FBgn0043536	FBtr0299804	FBpp0289082	Q8MMF9	N0ABE7
FRJ	FBgn0031815	FBtr0079259	FBpp0078889		Q9VMD5
FRJ	FBgn0031815	FBtr0079258	FBpp0078888		Q9VMD5
CG14372	FBgn0038156	FBtr0309090	FBpp0301098		Q9VFU7
CG14372	FBgn0038156	FBtr0303259	FBpp0292351		C0PTV4
CG14372	FBgn0038156	FBtr0303259	FBpp0292351		Q9VFU7
KDM4A	FBgn0033233	FBtr0309844	FBpp0301578		A0A0B4K7U3
KDM4A	FBgn0033233	FBtr0088886	FBpp0087961	Q9V333
NETB	FBgn0015774	FBtr0304875	FBpp0293415	Q24568	E1JJP7
NETB	FBgn0015774	FBtr0302017	FBpp0291227	Q24568	E1JJP7
NETB	FBgn0015774	FBtr0331596	FBpp0303986		Q95SP5
NETB	FBgn0015774	FBtr0331596	FBpp0303986		M9PH47
NETB	FBgn0015774	FBtr0304874	FBpp0293414	Q24568	E1JJP7
NETB	FBgn0015774	FBtr0073940	FBpp0073757	Q24568	E1JJP7
NETB	FBgn0015774	FBtr0302016	FBpp0291226	Q24568	E1JJP7
NETB	FBgn0015774	FBtr0302018	FBpp0291228	Q24568	E1JJP7
NCKX30C	FBgn0028704	FBtr0303908	FBpp0292911	Q9U6A0	E0R962
NCKX30C	FBgn0028704	FBtr0335506	FBpp0307474		M9PCP1
NCKX30C	FBgn0028704	FBtr0079928	FBpp0079518
NCKX30C	FBgn0028704	FBtr0079926	FBpp0079516
NCKX30C	FBgn0028704	FBtr0303909	FBpp0292912		M9MRG0
TOU	FBgn0033636	FBtr0333071	FBpp0305284		Q9BMQ0
TOU	FBgn0033636	FBtr0333071	FBpp0305284		A0A0B4KEM1
TOU	FBgn0033636	FBtr0088094	FBpp0087196		Q95T46
TOU	FBgn0033636	FBtr0113066	FBpp0111979		A8DYA3
TOU	FBgn0033636	FBtr0088091	FBpp0087193		Q960I3
TOU	FBgn0033636	FBtr0088091	FBpp0087193		A1Z8M2
TOU	FBgn0033636	FBtr0333070	FBpp0305283		A0A0B4KFE3
CG11999	FBgn0037312	FBtr0078807	FBpp0078450		Q9VNA3
CG31910	FBgn0051910	FBtr0079304	FBpp0078934		Q8T421
CG7744	FBgn0034447	FBtr0086535	FBpp0085719		Q95R39
CG7744	FBgn0034447	FBtr0086535	FBpp0085719		B6IDT1
CG7744	FBgn0034447	FBtr0086535	FBpp0085719		A1ZBL2
CG15888	FBgn0038131	FBtr0100257	FBpp0082245		Q4V408
CG15888	FBgn0038131	FBtr0100257	FBpp0082245		Q4V420
CG15888	FBgn0038131	FBtr0100257	FBpp0082245		Q9VFX4
DG	FBgn0034072	FBtr0306238	FBpp0297348		Q9GT67
DG	FBgn0034072	FBtr0306238	FBpp0297348		A0A0C4DHF6
DG	FBgn0034072	FBtr0087258	FBpp0086396		Q1EC76
DG	FBgn0034072	FBtr0087258	FBpp0086396		Q8WR08
DG	FBgn0034072	FBtr0087256	FBpp0086394		Q8STB9
DG	FBgn0034072	FBtr0087257	FBpp0086395		Q8T0G6
DG	FBgn0034072	FBtr0087257	FBpp0086395		Q8WR09
DG	FBgn0034072	FBtr0087257	FBpp0086395		A1ZA89
CG7991	FBgn0035260	FBtr0303102	FBpp0292221		M9MRT3
CG7991	FBgn0035260	FBtr0303102	FBpp0292221		C5WLT9
CG7991	FBgn0035260	FBtr0303102	FBpp0292221		Q9W0A2
CG7991	FBgn0035260	FBtr0303103	FBpp0292222		M9MRT3
CG43707	FBgn0263846	FBtr0330223	FBpp0303256		M9PBX4
CG43707	FBgn0263846	FBtr0321304	FBpp0302847		Q9VQU8
CG43707	FBgn0263846	FBtr0321309	FBpp0302852		M9PBX6
CG43707	FBgn0263846	FBtr0321308	FBpp0302851		M9PBX6
CG43707	FBgn0263846	FBtr0321308	FBpp0302851		Q8MZ53
CG43707	FBgn0263846	FBtr0321308	FBpp0302851		Q8IQ16
CG43707	FBgn0263846	FBtr0321308	FBpp0302851		M9PB25
CG43707	FBgn0263846	FBtr0321306	FBpp0302849		C9QP05
CG43707	FBgn0263846	FBtr0321306	FBpp0302849		M9PC26
CG43707	FBgn0263846	FBtr0321307	FBpp0302850		M9PEE5
CG43707	FBgn0263846	FBtr0321305	FBpp0302848		Q9VQU8
CG11486	FBgn0035397	FBtr0072994	FBpp0072864		D3DMN9
CG11486	FBgn0035397	FBtr0072994	FBpp0072864		Q9VZV3
CG11486	FBgn0035397	FBtr0073001	FBpp0072871		Q7KV83
CG11486	FBgn0035397	FBtr0072995	FBpp0072865		Q9I7T8
CG11486	FBgn0035397	FBtr0072996	FBpp0072866		Q9I7T8
CG11486	FBgn0035397	FBtr0072998	FBpp0072868		Q7KV83
CG11486	FBgn0035397	FBtr0073000	FBpp0072870		Q7KV83
CG11486	FBgn0035397	FBtr0073003	FBpp0072873		Q7KV83
CG11486	FBgn0035397	FBtr0072999	FBpp0072869		Q8IRE7
CG11486	FBgn0035397	FBtr0113129	FBpp0112042		A8JNJ2
CG11486	FBgn0035397	FBtr0072993	FBpp0072863		Q9I7T8
CG11486	FBgn0035397	FBtr0072991	FBpp0072861	Q95RR8
CG11486	FBgn0035397	FBtr0072992	FBpp0072862		Q7KV83
CG11486	FBgn0035397	FBtr0113131	FBpp0112044		Q7KV83
CG11486	FBgn0035397	FBtr0073002	FBpp0072872		Q7KV83
CG11486	FBgn0035397	FBtr0113130	FBpp0112043		Q8IRE7
CG11486	FBgn0035397	FBtr0332113	FBpp0304423		Q8IRE7
MRPL12	FBgn0011787	FBtr0076511	FBpp0076238		Q2XYH0
MRPL12	FBgn0011787	FBtr0076511	FBpp0076238		Q9VSR5
CYP301A1	FBgn0033753	FBtr0087824	FBpp0086937	Q9V6D6
CG4962	FBgn0036597	FBtr0075471	FBpp0075226		Q9VV21
CG7295	FBgn0031372	FBtr0334824	FBpp0306858		Q8MZD3
CG7295	FBgn0031372	FBtr0334824	FBpp0306858		Q9VQ51
CG7295	FBgn0031372	FBtr0077891	FBpp0077559		Q9VQ51
CG12082	FBgn0035402	FBtr0307308	FBpp0298309		Q9VZU7
CG12082	FBgn0035402	FBtr0073114	FBpp0072976		Q9VZU7
CG31230	FBgn0051230	FBtr0083666	FBpp0083081		Q1WWA2
CG11498	FBgn0039749	FBtr0302562	FBpp0291718		Q9VAA0
CG11498	FBgn0039749	FBtr0332535	FBpp0304802		Q9VAA0
NEUR	FBgn0002932	FBtr0082002	FBpp0081480
NEUR	FBgn0002932	FBtr0300414	FBpp0289643		E1JIG1
NEUR	FBgn0002932	FBtr0082001	FBpp0081479		E1JIG1
NEUR	FBgn0002932	FBtr0082004	FBpp0081482
NEUR	FBgn0002932	FBtr0082003	FBpp0081481	P29503
CG12994	FBgn0040877	FBtr0074438	FBpp0074212		Q9VX52
MDY	FBgn0004797	FBtr0080917	FBpp0080474		Q8ST50
MDY	FBgn0004797	FBtr0080917	FBpp0080474		Q960U8
MDY	FBgn0004797	FBtr0347182	FBpp0312493		Q960U8
MDY	FBgn0004797	FBtr0080916	FBpp0080473		Q960U8
MDY	FBgn0004797	FBtr0080915	FBpp0080472		Q960U8
SP1173	FBgn0035710	FBtr0076960	FBpp0076669		Q8MQS1
SP1173	FBgn0035710	FBtr0076960	FBpp0076669		Q9NGV3
SP1173	FBgn0035710	FBtr0076960	FBpp0076669		Q0E8H7
SP1173	FBgn0035710	FBtr0076959	FBpp0076668		Q0E8H7
SP1173	FBgn0035710	FBtr0076961	FBpp0076670		Q0E8H7
SP1173	FBgn0035710	FBtr0076958	FBpp0076667		Q0E8H7
SVP	FBgn0003651	FBtr0331183	FBpp0303610	P16375	A0A0B4KFQ2
SVP	FBgn0003651	FBtr0082563	FBpp0082035	P16376
SVP	FBgn0003651	FBtr0082562	FBpp0082034
SVP	FBgn0003651	FBtr0082564	FBpp0082036	P16375
CBP20	FBgn0022943	FBtr0083551	FBpp0082973	Q9V3L6	A0A1B2AJS4
UIF	FBgn0031879	FBtr0307073	FBpp0297916		A2VEG4
UIF	FBgn0031879	FBtr0307073	FBpp0297916		E1JHA6
UIF	FBgn0031879	FBtr0307074	FBpp0297917		E1JHA6
UIF	FBgn0031879	FBtr0339664	FBpp0308723		Q9VM55
UIF	FBgn0031879	FBtr0302162	FBpp0291372		E1JHA6
UIF	FBgn0031879	FBtr0307072	FBpp0297915		E1JHA6
UIF	FBgn0031879	FBtr0290119	FBpp0288558		Q9NGV4
UIF	FBgn0031879	FBtr0290119	FBpp0288558		C0PVB0
UIF	FBgn0031879	FBtr0290119	FBpp0288558		Q9VM55
CG33225	FBgn0053225	FBtr0300405	FBpp0289634		Q7KVM7
CG33225	FBgn0053225	FBtr0342899	FBpp0309700		B3DMW5
CG33225	FBgn0053225	FBtr0342899	FBpp0309700		A0A0B4LG43
CG30421	FBgn0050421	FBtr0072369	FBpp0072276		Q95SG4
CG30421	FBgn0050421	FBtr0072369	FBpp0072276		Q9W117
CG30421	FBgn0050421	FBtr0343494	FBpp0310101		Q8MRY2
CG30421	FBgn0050421	FBtr0343494	FBpp0310101		A0A0B4LGJ1
CG30421	FBgn0050421	FBtr0343495	FBpp0310102		A0A0B4LGJ1
TANGO5	FBgn0052675	FBtr0300569	FBpp0289796		Q9W2S1
TANGO5	FBgn0052675	FBtr0071499	FBpp0071428		Q7KVQ7
