Gene name	NCBI gene (formerly Entrezgene) ID	UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
SPATA31A6	389730	Q5VVP1		ENSG00000185775
C7orf31	136895		C9JF06	ENSG00000153790
DCAF4L1	285429	Q3SXM0		ENSG00000182308
PINLYP	390940	A6NC86		ENSG00000234465
VCL	7414		A0A096LPE1	ENSG00000035403
DRG2	1819	P55039		ENSG00000108591
PSD2	84249	Q9BQI7		ENSG00000146005
KCTD8		Q6ZWB6		ENSG00000183783
PSD2	84249		A0A494C0U2	ENSG00000146005
KCTD8			H0Y9S2	ENSG00000183783
GCNT1	2650	Q02742		ENSG00000187210
BASP1	10409		U3KQP0	ENSG00000176788
BASP1	10409	P80723		ENSG00000176788
RAPGEF3	10411		F8VVJ6	ENSG00000079337
DRG2	1819		J3QLF3	ENSG00000108591
DRG2	1819		A8MZF9	ENSG00000108591
F2	2147	P00734		ENSG00000180210
F2	2147		E9PIT3	ENSG00000180210
HDC	3067	P19113		ENSG00000140287
DNAJA1	3301	P31689		ENSG00000086061
F2	2147		C9JV37	ENSG00000180210
TMEM171	134285	Q8WVE6		ENSG00000157111
AGR2	10551	O95994	Q4JM46	ENSG00000106541
DRG2	1819		J3QR71	ENSG00000108591
AGR2	10551		H7C3Z9	ENSG00000106541
AIFM3	150209	Q96NN9		ENSG00000183773
AMOTL1	154810		F8WDH4	ENSG00000166025
AGR2	10551		B5MC07	ENSG00000106541
RAPGEF3	10411		F8VRX1	ENSG00000079337
CD79A	973	P11912		ENSG00000105369
AGR2	10551		C9J3E2	ENSG00000106541
CD79A	973		M0QX61	ENSG00000105369
AIFM3	150209		F8WFB6	ENSG00000183773
RAPGEF3	10411		H0YHS2	ENSG00000079337
DRG2	1819		J3QQI1	ENSG00000108591
C5orf15		Q8NC54		ENSG00000113583
HDC	3067		H0YLF0	ENSG00000140287
RAPGEF3	10411		H0YIP6	ENSG00000079337
AIFM3	150209		C9JPU8	ENSG00000183773
RAPGEF3	10411		F8W0N0	ENSG00000079337
DRG2	1819		J3QKW7	ENSG00000108591
RAPGEF3	10411		F8VXK1	ENSG00000079337
AIFM3	150209		C9K029	ENSG00000183773
DRG2	1819		J3QRI9	ENSG00000108591
AIFM3	150209		F8WC30	ENSG00000183773
DRG2	1819		J3QL90	ENSG00000108591
DRG2	1819		J3KRL5	ENSG00000108591
C9orf78		Q9NZ63		ENSG00000136819
DRG2	1819		J3QKV7	ENSG00000108591
AMOTL1	154810	Q8IY63		ENSG00000166025
LAMA4	3910		A0A0A0MTC7	ENSG00000112769
POC1B-GALNT4	100528030		F8VUJ3	ENSG00000259075
AMOTL1	154810	Q8IY63	A0A024R3A6	ENSG00000166025
POC1B-GALNT4	100528030		F8VZB3	ENSG00000259075
AIFM3	150209			ENSG00000183773
RHOT2	89941	Q8IXI1		ENSG00000140983
KDM4E	390245	B2RXH2		ENSG00000235268
ARRDC4	91947	Q8NCT1	A0A024RC80	ENSG00000140450
LAMA4	3910		A0A0A0MQS9	ENSG00000112769
VCL	7414	P18206	V9HWK2	ENSG00000035403
KDM4F			A0A1W2PPD8	ENSG00000255855
VCL	7414	P18206	A0A024QZN4	ENSG00000035403
NOD1	10392	Q9Y239	A0A024RA73	ENSG00000106100
LAMA4	3910		A0A494C139	ENSG00000112769
PGGT1B	5229	P53609		ENSG00000164219
LAMA4	3910		A0A494C1K8	ENSG00000112769
NOD1	10392		G3XAL1	ENSG00000106100
NBAS	51594	A2RRP1		ENSG00000151779
NOD1	10392		A0A1B0GX71	ENSG00000106100
NBAS	51594		H7C007	ENSG00000151779
NBAS	51594		H7BZR3	ENSG00000151779
LAMA4	3910		H0YAP9	ENSG00000112769
NBAS	51594		H0Y5G7	ENSG00000151779
NOD1	10392		C9J8X8	ENSG00000106100
TRIM77	390231	I1YAP6		ENSG00000214414
LAMA4	3910		H0YAQ5	ENSG00000112769
LAMA4	3910		H0Y351	ENSG00000112769
NBAS	51594		H7C1Y9	ENSG00000151779
NBAS	51594		C9JCM7	ENSG00000151779
TRIM77	390231		S4R3H6	ENSG00000214414
GPI	2821		K7EIL4	ENSG00000105220
LAMA4	3910		E5RFQ2	ENSG00000112769
NBAS	51594		H7BZU5	ENSG00000151779
NBAS	51594		H7C1U4	ENSG00000151779
LAMA4	3910		E5RHF3	ENSG00000112769
LAMA4	3910		Q6LET9	ENSG00000112769
LAMA4	3910		E5RFD7	ENSG00000112769
LAMA4	3910		E5RK79	ENSG00000112769
TNFRSF4	7293	P43489		ENSG00000186827
LAMA4	3910	Q16363		ENSG00000112769
SDAD1	55153		F8W8T7	ENSG00000198301
RHOT2	89941		H3BUX4	ENSG00000140983
RHOT2	89941		I3L2C6	ENSG00000140983
CYTH3	9265	O43739		ENSG00000008256
SEPTIN6	23157	Q14141	Q541S4	ENSG00000125354
SEPTIN6	23157	Q14141	Q548C9	ENSG00000125354
LMF2	91289	Q9BU23		ENSG00000100258
SEPTIN6	23157	Q14141		ENSG00000125354
GPI	2821		K7ERK8	ENSG00000105220
GPI	2821		K7ELR7	ENSG00000105220
TNFRSF18	8784	Q9Y5U5		ENSG00000186891
GPI	2821		A0A2R8YF08	ENSG00000105220
ACSBG1	23205	Q96GR2		ENSG00000103740
SEPTIN6	23157		B1AMS2	ENSG00000125354
PCSK5	5125		B1AMG5	ENSG00000099139
RAMACL			A0A3B3IU46	ENSG00000235272
TNFRSF18	8784		J3KT02	ENSG00000186891
SMAD5	4090	Q99717	Q68DB7	ENSG00000113658
ACSBG1	23205		H0YMH2	ENSG00000103740
ACSBG1	23205		F5H4U6	ENSG00000103740
ZC3H12D	340152	A2A288		ENSG00000178199
SMAD5	4090		D6RIZ9	ENSG00000113658
SUFU	51684	Q9UMX1		ENSG00000107882
ZC3H12D	340152		H0Y4Y6	ENSG00000178199
ACSBG1	23205		H0YM34	ENSG00000103740
SMAD5	4090		D6RBB4	ENSG00000113658
ZC3H12D	340152		B7ZBA4	ENSG00000178199
ACSBG1	23205		H0YMF5	ENSG00000103740
ACSBG1	23205		H0YNX0	ENSG00000103740
SMAD5	4090			ENSG00000113658
ACSBG1	23205		H0YMC3	ENSG00000103740
SMAD5	4090		D6R9D4	ENSG00000113658
ACSBG1	23205		H0YMZ0	ENSG00000103740
ZSWIM7	125150		J3KRY0	ENSG00000214941
SMAD5	4090		H0YAK7	ENSG00000113658
SMAD5	4090		H0YAM3	ENSG00000113658
CEP295	85459	Q9C0D2		ENSG00000166004
ZSWIM7	125150		J3QS31	ENSG00000214941
CEP295	85459		H0YDK0	ENSG00000166004
CEP295	85459		E9PJG3	ENSG00000166004
SOGA3	387104			ENSG00000255330
CEP295	85459		E9PJY3	ENSG00000166004
COX15	1355	Q7KZN9		ENSG00000014919
ATAD3B	83858	Q5T9A4		ENSG00000160072
SOGA3	387104		H3BRB8	ENSG00000255330
CEP295	85459		E9PM20	ENSG00000166004
SP4	6671	Q02446		ENSG00000105866
PCSK5	5125		A0A669KA35	ENSG00000099139
SP4	6671		C9JUS7	ENSG00000105866
NMB	4828	P08949		ENSG00000197696
SOGA3	387104		H3BSE6	ENSG00000255330
SP4	6671		F8WB93	ENSG00000105866
SP4	6671		A0A3B3IRW4	ENSG00000105866
PCSK5	5125	Q92824		ENSG00000099139
PCSK5	5125		Q5JSG7	ENSG00000099139
ZSWIM7	125150	Q19AV6	A0A024RD64	ENSG00000214941
MAML2	84441	Q8IZL2		ENSG00000184384
RNF180	285671	Q86T96		ENSG00000164197
SDAD1	55153	Q9NVU7		ENSG00000198301
PCSK5	5125		B1AMG8	ENSG00000099139
MAML2	84441		A0A087X0G5	ENSG00000184384
PCSK5	5125		A0A669KBD8	ENSG00000099139
RHOT2	89941		H3BP40	ENSG00000140983
FRK	2444	P42685		ENSG00000111816
SDAD1	55153		E7EW05	ENSG00000198301
ZSWIM7	125150		J3QLK2	ENSG00000214941
PPP4R3B	57223	Q5MIZ7		ENSG00000275052
RHOT2	89941		H3BVI5	ENSG00000140983
ATAD3B	83858		A0A5K1VW56	ENSG00000160072
POTEG	404785	Q6S5H5		ENSG00000187537
ZSWIM7	125150		J3QRT4	ENSG00000214941
RAMAC		Q9BTL3		ENSG00000169612
RHOT2	89941		H3BMP9	ENSG00000140983
RNF180	285671		D6RE88	ENSG00000164197
C9orf57	138240		A0A494C1R2	ENSG00000204669
SDAD1	55153		D6RC74	ENSG00000198301
			A0A0D9SFI3	ENSG00000279765
CWC15	51503	Q9P013		ENSG00000150316
SDAD1	55153		D6RIR5	ENSG00000198301
ZSWIM7	125150		J3QS07	ENSG00000214941
C9orf57	138240		A0A494C0F4	ENSG00000204669
GZMA	3001	P12544		ENSG00000145649
C9orf57	138240		A0A494C027	ENSG00000204669
VIP	7432	P01282		ENSG00000146469
RHOT2	89941		H3BST5	ENSG00000140983
ITGB8	3696	P26012		ENSG00000105855
VIP	7432		H0Y763	ENSG00000146469
C9orf57	138240	Q5W0N0		ENSG00000204669
ZSWIM7	125150		J3QL97	ENSG00000214941
RHOT2	89941		H3BU27	ENSG00000140983
OR4N2	390429		G3V3W5	ENSG00000176294
OR4N2	390429	Q8NGD1	A0A126GVT2	ENSG00000176294
ZCCHC10	54819	Q8TBK6		ENSG00000155329
KLHL25	64410	Q9H0H3		ENSG00000183655
AFM	173	P43652		ENSG00000079557
OSTM1	28962	Q86WC4		ENSG00000081087
ZCCHC10	54819		B3KVL5	ENSG00000155329
ZCCHC10	54819		G3XAM1	ENSG00000155329
ZCCHC10	54819		D6R9G7	ENSG00000155329
OR4K3	283617			ENSG00000176290
DCK	1633		D6R9C6	ENSG00000156136
OSTM1	28962		A0A0A0MSP4	ENSG00000081087
ZCCHC10	54819		D6RHC2	ENSG00000155329
ZCCHC10	54819		D6RIV3	ENSG00000155329
PTK2B	2185	Q14289		ENSG00000120899
MEIKIN			A0A0J9YXL7	ENSG00000239642
PTK2B	2185		E5RHL2	ENSG00000120899
MEIKIN		A0A087WXM9		ENSG00000239642
PTK2B	2185		E5RK84	ENSG00000120899
NUP107	57122	P57740		ENSG00000111581
MEIKIN			A0A0G2JND4	ENSG00000239642
GABRR2	2570	P28476		ENSG00000111886
SLC1A4	6509	P43007		ENSG00000115902
PTK2B	2185		E5RJ77	ENSG00000120899
PTK2B	2185		C9JHV9	ENSG00000120899
PTK2B	2185		H0YB74	ENSG00000120899
AQP11	282679	Q8NBQ7		ENSG00000178301
AIPL1	23746		K7EPF4	ENSG00000129221
DNASE1L2	1775	Q92874		ENSG00000167968
KDM4D	55693	Q6B0I6		ENSG00000186280
GPI	2821		A0A2U3TZU2	ENSG00000105220
DLL1	28514	O00548	A0A384P5C6	ENSG00000198719
AIPL1	23746		J3KPI5	ENSG00000129221
DLL1	28514		A0A0D9SF76	ENSG00000198719
NUP107	57122		G3V1T4	ENSG00000111581
SLCO3A1	28232	Q9UIG8		ENSG00000176463
GPI	2821	P06744		ENSG00000105220
BHMT	635	Q93088	V9HWA4	ENSG00000145692
DNASE1L2	1775		H3BPU8	ENSG00000167968
NUP107	57122		F5GY77	ENSG00000111581
DDI1	414301	Q8WTU0		ENSG00000170967
CARMIL3		Q8ND23		ENSG00000186648
BHMT	635		E5RJH0	ENSG00000145692
AGR3	155465	Q8TD06		ENSG00000173467
AGR3	155465		B5MC62	ENSG00000173467
NUP107	57122		H0YG15	ENSG00000111581
AGR3	155465		H7C040	ENSG00000173467
SLCO3A1	28232		G3V2B7	ENSG00000176463
NCAPH2	29781	Q6IBW4		ENSG00000025770
NCAPH2	29781		A0A0A6YYG7	ENSG00000025770
SLCO3A1	28232		G3V3K4	ENSG00000176463
DCK	1633	P27707	F5CTF3	ENSG00000156136
SLCO3A1	28232		H0YJM0	ENSG00000176463
GPI	2821		A0A0G2JLI6	ENSG00000105220
NCAPH2	29781		E5RJL4	ENSG00000025770
PRDM16	63976		D6RDW0	ENSG00000142611
GPI	2821		K7EP41	ENSG00000105220
NCAPH2	29781		E5RJN3	ENSG00000025770
DCK	1633		D6RG38	ENSG00000156136
NCAPH2	29781		F8WAR3	ENSG00000025770
DCK	1633		D6RCP9	ENSG00000156136
DCK	1633		D6RFG8	ENSG00000156136
TYR	7299	P14679	L8B082	ENSG00000077498
GPI	2821		K7EPY4	ENSG00000105220
CABS1		Q96KC9		ENSG00000145309
NRL	4901	P54845		ENSG00000129535
GPI	2821		K7ENA0	ENSG00000105220
GPI	2821		K7ERC6	ENSG00000105220
PRDM16	63976	Q9HAZ2		ENSG00000142611
PRDM16	63976		D6RFY3	ENSG00000142611
GPI	2821		A0A2R8Y6C7	ENSG00000105220
GPI	2821		K7EQ48	ENSG00000105220
SOAT2	8435		F8VPE9	ENSG00000167780
NCAPH2	29781		H0YC55	ENSG00000025770
NRL	4901		H0YNW2	ENSG00000129535
TLE1	7088	Q04724		ENSG00000196781
TLE1	7088		F6T2C8	ENSG00000196781
TMPRSS11B	132724	Q86T26		ENSG00000185873
TLE1	7088		A0A669KBK8	ENSG00000196781
SCO2	9997	O43819		ENSG00000284194
AEN	64782	Q8WTP8		ENSG00000181026
TLE1	7088		A0A669KAE5	ENSG00000196781
AEN	64782		H0YMJ6	ENSG00000181026
PRDM16	63976		U3KQL6	ENSG00000142611
KLHL32	114792	Q96NJ5		ENSG00000186231
PRDM16	63976		H0YA13	ENSG00000142611
TLE1	7088		Q5T3G3	ENSG00000196781
KLHL32	114792		Q5THT1	ENSG00000186231
SCO2	9997		A0A1W2PQK0	ENSG00000284194
KLHL32	114792		Q5THS9	ENSG00000186231
TLE1	7088		Q5T3G2	ENSG00000196781
TLE1	7088		A0A669KBB1	ENSG00000196781
KLHL32	114792		A0A087WYQ8	ENSG00000186231
ASB6	140459	Q9NWX5		ENSG00000148331
CKM	1158	P06732		ENSG00000104879
ATP6V1C1	528		E7EV59	ENSG00000155097
TYMP	1890		A0A494C0A4	ENSG00000025708
MMP8	4317	P22894		ENSG00000118113
KLHL32	114792		Q8IXH0	ENSG00000186231
IGF2BP3	10643	O00425		ENSG00000136231
ASB6	140459		F6TX30	ENSG00000148331
ATP6V1C1	528	P21283	A0A024R9I0	ENSG00000155097
MMP8	4317		E9PL87	ENSG00000118113
YTHDC2	64848	Q9H6S0		ENSG00000047188
MMP8	4317		H7C1M3	ENSG00000118113
GAS1		P54826		ENSG00000180447
MMP8	4317		E9PJB3	ENSG00000118113
MMP8	4317		E9PIY7	ENSG00000118113
YTHDC2	64848		D6RF50	ENSG00000047188
YTHDC2	64848		D6RA70	ENSG00000047188
YTHDC2	64848		D6R9T8	ENSG00000047188
IGF2BP3	10643		F8WD15	ENSG00000136231
SOAT2	8435	O75908		ENSG00000167780
CORO2A	7464	Q92828	A0A024R150	ENSG00000106789
ACAP3	116983	Q96P50		ENSG00000131584
RPS5		P46782	A0A024R4Q8	ENSG00000083845
RPS5			M0R0F0	ENSG00000083845
USP34	9736		H7C183	ENSG00000115464
RPS5			M0QZN2	ENSG00000083845
RPS5			M0R0R2	ENSG00000083845
NAALAD2	10003		E9PII2	ENSG00000077616
DUSP6	1848	Q16828	A0A024RBC1	ENSG00000139318
DUSP6	1848	Q16828		ENSG00000139318
KCNN2	3781		A0A3F2YNY5	ENSG00000080709
DUSP6	1848		F8VW29	ENSG00000139318
KCNN2	3781		A0A669KBH3	ENSG00000080709
DUSP6	1848		F8VZA4	ENSG00000139318
KCNN2	3781		A0A0J9YW81	ENSG00000080709
KCNN2	3781	Q9H2S1		ENSG00000080709
KCNN2	3781		D6RGY7	ENSG00000080709
NCALD	83988	P61601	B2RB70	ENSG00000104490
DGKQ		P52824	A0A140VKC1	ENSG00000145214
DGKQ			H0YA20	ENSG00000145214
DGKQ			H0Y8Q7	ENSG00000145214
DGKQ			D6RJB4	ENSG00000145214
KRT73	319101	Q86Y46		ENSG00000186049
PCK2	5106		H0YM31	ENSG00000100889
AIPL1	23746	Q9NZN9	F1T0B6	ENSG00000129221
SMR3B		P02814		ENSG00000171201
TRGV10		A0A0A0MS01		ENSG00000211694
KRT73	319101		H0YIC5	ENSG00000186049
AIPL1	23746	Q9NZN9		ENSG00000129221
NCALD	83988		E5RGA9	ENSG00000104490
ACAP3	116983		F8W850	ENSG00000131584
AIPL1	23746		Q7Z3H1	ENSG00000129221
AIPL1	23746		F1T0C4	ENSG00000129221
NCALD	83988		E5RIA5	ENSG00000104490
NCALD	83988		E5RIZ1	ENSG00000104490
NCALD	83988		E5RIG4	ENSG00000104490
NCALD	83988		E5RHC8	ENSG00000104490
PCK2	5106		H0YNG4	ENSG00000100889
NCALD	83988		E5RI78	ENSG00000104490
PCK2	5106	Q16822		ENSG00000100889
CBLC	23624	Q9ULV8		ENSG00000142273
NRAP	4892	Q86VF7		ENSG00000197893
PCK2	5106		H0YMU6	ENSG00000100889
RAMP3	10268	O60896	A4D2L1	ENSG00000122679
NCALD	83988		E5RHE8	ENSG00000104490
RAMP3	10268		J3KR56	ENSG00000122679
NCALD	83988		A0A1B0GXG3	ENSG00000104490
NCALD	83988		E5RI95	ENSG00000104490
PCK2	5106		H0YNH9	ENSG00000100889
NCALD	83988		E5RGZ0	ENSG00000104490
PUSL1	126789	Q8N0Z8		ENSG00000169972
NCALD	83988		E5RJJ6	ENSG00000104490
NCALD	83988		E5RJT1	ENSG00000104490
CBLC	23624		A0A2R8Y647	ENSG00000142273
NCALD	83988		E5RFL9	ENSG00000104490
NCALD	83988		E5RK89	ENSG00000104490
NCALD	83988		E5RIX3	ENSG00000104490
UBE2D2	7322	P62837		ENSG00000131508
NCALD	83988		E5RJF1	ENSG00000104490
NCALD	83988		E5RJA1	ENSG00000104490
AIPL1	23746		F1T0B5	ENSG00000129221
NCALD	83988			ENSG00000104490
PCK2	5106	Q16822	A0A384MTT2	ENSG00000100889
PUSL1	126789		J3KTG4	ENSG00000169972
AIPL1	23746		I3L3R9	ENSG00000129221
METTL25	84190	Q8N6Q8		ENSG00000127720
UBE2K	3093	P61086		ENSG00000078140
PCK2	5106		H0YKC4	ENSG00000100889
UBE2K	3093		D6RDM7	ENSG00000078140
PCK2	5106		H0YML5	ENSG00000100889
UBE2D2	7322		D6RFM0	ENSG00000131508
PCK2	5106		H0YMA5	ENSG00000100889
PCK2	5106		H0YMY3	ENSG00000100889
NRAP	4892		A0A0A0MRM2	ENSG00000197893
METTL25	84190		F8VZA8	ENSG00000127720
METTL25	84190		H0YIW7	ENSG00000127720
UBE2D2	7322		A0A0A0MQU3	ENSG00000131508
FBXO39	162517	Q8N4B4		ENSG00000177294
METTL25	84190		H0YIN2	ENSG00000127720
GLCCI1	113263	Q86VQ1		ENSG00000106415
FBXO39	162517		I3L210	ENSG00000177294
UBE2K	3093		D6RFX1	ENSG00000078140
			A0A024R805	ENSG00000285791
USP34	9736	Q70CQ2		ENSG00000115464
SULT2A1		Q06520	A8K015	ENSG00000105398
FBXO39	162517		I3L1J5	ENSG00000177294
GLCCI1	113263		H7C2L5	ENSG00000106415
GLCCI1	113263		H7C0Q2	ENSG00000106415
LRRTM2	26045	O43300		ENSG00000146006
USP34	9736		H7C150	ENSG00000115464
COX7B2	170712	Q8TF08		ENSG00000170516
LRRTM2	26045		E5RHE5	ENSG00000146006
LRRTM2	26045		E5RIQ2	ENSG00000146006
COX7B2	170712		D6R9N1	ENSG00000170516
COX7B2	170712		A0A0C4DGG2	ENSG00000170516
NAALAD2	10003	Q9Y3Q0		ENSG00000077616
GLCCI1	113263		H7C0B2	ENSG00000106415
FEM1C	56929	Q96JP0		ENSG00000145780
NAALAD2	10003		E9PJV2	ENSG00000077616
NATD1	256302	Q8N6N6		ENSG00000274180
	8622		A0A2R8Y4E6	ENSG00000284762
UBA2	10054		U3KQ55	ENSG00000126261
UGT2B11	10720	O75310		ENSG00000213759
TYMP	1890	P19971	E5KRG5	ENSG00000025708
NAALAD2	10003		J3KNJ3	ENSG00000077616
PEX10	5192	O60683	A0A024R0A4	ENSG00000157911
ELK3	2004	P41970	A0A024RBE2	ENSG00000111145
NAALAD2	10003		E9PKX5	ENSG00000077616
UBA2	10054		K7ES38	ENSG00000126261
DCAF11	80344		H0YM56	ENSG00000100897
ELK3	2004		F8VZQ0	ENSG00000111145
TYMP	1890	P19971		ENSG00000025708
ELK3	2004		G3V1Z7	ENSG00000111145
ELK3	2004		F8VUJ0	ENSG00000111145
PEX10	5192	O60683	A0A024R068	ENSG00000157911
NAALAD2	10003		E9PJ53	ENSG00000077616
SLC6A1	6529	P30531	A0A024R2K8	ENSG00000157103
PEX10	5192		A0A3B3ITN6	ENSG00000157911
ELK3	2004		H0YIH6	ENSG00000111145
PEX10	5192		D6RBB0	ENSG00000157911
FGD3	89846	Q5JSP0	A0A024R252	ENSG00000127084
PEX10	5192		D6RA89	ENSG00000157911
USP34	9736		A0A0C4DG73	ENSG00000115464
PEX10	5192		J3QRM4	ENSG00000157911
FGD3	89846	Q5JSP0		ENSG00000127084
PEX10	5192		J3KRE0	ENSG00000157911
PEX10	5192		D6RIF5	ENSG00000157911
TYMP	1890		C9JGI3	ENSG00000025708
SLC6A1	6529		C9J5P8	ENSG00000157103
TYMP	1890		A0A494C0L6	ENSG00000025708
FHL1	2273	Q13642		ENSG00000022267
SLC6A1	6529		A0A2R8Y3X2	ENSG00000157103
TYMP	1890		A0A494BZZ4	ENSG00000025708
TYMP	1890		A0A494C1N7	ENSG00000025708
MASTL	84930	Q96GX5		ENSG00000120539
SHROOM3	57619	Q8TF72		ENSG00000138771
CFAP300	85016	Q9BRQ4		ENSG00000137691
TYMP	1890		A0A494C0L3	ENSG00000025708
CFAP300	85016		E9PM77	ENSG00000137691
USP34	9736		H7BZ73	ENSG00000115464
SLC6A1	6529		B7Z3C5	ENSG00000157103
MASTL	84930		A0A087WUU7	ENSG00000120539
TYMP	1890		A0A494C1L9	ENSG00000025708
FHL1	2273		A0A494C0J3	ENSG00000022267
FHL1	2273		A0A0D9SFB0	ENSG00000022267
CFAP300	85016		H0YCT8	ENSG00000137691
KLHDC7B	113730		A0A3B3ISF6	ENSG00000130487
FHL1	2273		A0A494C0D6	ENSG00000022267
ANXA13	312	P27216		ENSG00000104537
CPTP	80772	Q5TA50	S4S694	ENSG00000224051
KLHDC7B	113730	Q96G42		ENSG00000130487
RFK	55312	Q969G6		ENSG00000135002
CPTP	80772		J3KST3	ENSG00000224051
SYCE3		A1L190		ENSG00000217442
RFK	55312		H7C4G0	ENSG00000135002
ANO4	121601		F8VW62	ENSG00000151572
ANXA13	312		E5RIN3	ENSG00000104537
SLC6A1	6529		A0A2R8Y4I3	ENSG00000157103
FHL1	2273		Q5JXH8	ENSG00000022267
FHL1	2273		Q5JXH9	ENSG00000022267
SHROOM3	57619		A0A2R8Y5P9	ENSG00000138771
FHL1	2273		A0A0D9SFI6	ENSG00000022267
FHL1	2273		A0A0D9SGB2	ENSG00000022267
SLC6A1	6529		A0A2R8YEF0	ENSG00000157103
SHROOM3	57619		A0A2R8Y7T7	ENSG00000138771
SLC6A1	6529		A0A2R8Y867	ENSG00000157103
SLC6A1	6529		A0A2R8Y495	ENSG00000157103
FHL1	2273		A0A0D9SGD1	ENSG00000022267
FHL1	2273		Q5JXI3	ENSG00000022267
DMAC1	90871	Q96GE9		ENSG00000137038
SLC6A1	6529		A0A2R8YDD5	ENSG00000157103
FHL1	2273		A0A0D9SGC5	ENSG00000022267
SLC6A1	6529		A0A2R8YCM3	ENSG00000157103
SKI	6497	P12755		ENSG00000157933
SLC6A1	6529		A0A2R8YFI0	ENSG00000157103
WDR70	55100	Q9NW82		ENSG00000082068
MICAL1		Q8TDZ2		ENSG00000135596
SLC6A1	6529		A0A2R8YF74	ENSG00000157103
WDR70	55100		D6RIW8	ENSG00000082068
FHL1	2273		A0A0D9SEY7	ENSG00000022267
FHL1	2273		A0A494C1G1	ENSG00000022267
ETAA1	54465	Q9NY74		ENSG00000143971
ETAA1	54465		A0A2R8YEV8	ENSG00000143971
ETAA1	54465		A0A2R8Y7B6	ENSG00000143971
ETAA1	54465		A0A2R8Y6Y8	ENSG00000143971
FHL1	2273		Q5JXH7	ENSG00000022267
MMP27	64066	Q9H306		ENSG00000137675
FHL1	2273		A0A0D9SFZ9	ENSG00000022267
ANKRD26	22852		A0A6Q8PGH2	ENSG00000107890
ANKRD26	22852		A0A6Q8PGX8	ENSG00000107890
FHL1	2273		Q5JXI0	ENSG00000022267
ANKRD26	22852		A0A6Q8PG48	ENSG00000107890
MICAL1			H0Y6Z4	ENSG00000135596
ANKRD26	22852		H0Y4T9	ENSG00000107890
MICAL1			Q5TED7	ENSG00000135596
KBTBD3	143879		G3V161	ENSG00000182359
SCD5	79966	Q86SK9		ENSG00000145284
ANKRD26	22852	Q9UPS8		ENSG00000107890
ZFP36L2		P47974		ENSG00000152518
ANKRD26	22852		A0A6Q8PGV3	ENSG00000107890
FHL1	2273		Q5JXI2	ENSG00000022267
ANKRD26	22852		A0A6Q8PFU2	ENSG00000107890
ANKRD26	22852		E7ESJ3	ENSG00000107890
KBTBD3	143879	Q8NAB2	A0A024R3B5	ENSG00000182359
ANKRD26	22852		A0A6Q8PGU7	ENSG00000107890
CDCA7L	55536	Q96GN5		ENSG00000164649
ANKRD26	22852		A0A6Q8PF30	ENSG00000107890
ANKRD26	22852		A0A6Q8PHD6	ENSG00000107890
ANKRD26	22852		A0A6Q8PHK8	ENSG00000107890
KBTBD3	143879		E9PKJ3	ENSG00000182359
ANKRD26	22852		A0A6Q8PHK2	ENSG00000107890
KBTBD3	143879		U3KQF6	ENSG00000182359
ANKRD26	22852		A0A6Q8PHI6	ENSG00000107890
FHL1	2273		Q5JXI8	ENSG00000022267
ANKRD26	22852		A0A6Q8PH02	ENSG00000107890
KLF3		P57682		ENSG00000109787
CDCA7L	55536	Q96GN5	A0A024RA51	ENSG00000164649
LBH	81606	Q53QV2		ENSG00000213626
LBH	81606		F8WC18	ENSG00000213626
CDCA7L	55536		H7C1J6	ENSG00000164649
CDCA7L	55536		C9IZR6	ENSG00000164649
LBH	81606		B5MCM2	ENSG00000213626
CDCA7L	55536		C9J8L0	ENSG00000164649
LBH	81606		B5MC28	ENSG00000213626
CDCA7L	55536		C9JFL7	ENSG00000164649
LBH	81606		B5MCP4	ENSG00000213626
TRGV3		P03979		ENSG00000211699
LBH	81606		B5MBX5	ENSG00000213626
TMC5	79838		F5GYU8	ENSG00000103534
RB1CC1	9821	Q8TDY2		ENSG00000023287
RB1CC1	9821		H0YC30	ENSG00000023287
CPD	1362	O75976		ENSG00000108582
RB1CC1	9821		H0YC28	ENSG00000023287
RB1CC1	9821		E5RH63	ENSG00000023287
RB1CC1	9821		E5RH44	ENSG00000023287
TRMT61B	55006		H7C2E8	ENSG00000171103
ANO4	121601		A0A2R8Y532	ENSG00000151572
CPD	1362		J3QQJ4	ENSG00000108582
RB1CC1	9821		E5RJC1	ENSG00000023287
RB1CC1	9821		E5RHX0	ENSG00000023287
ANO4	121601		F8VUH1	ENSG00000151572
CPD	1362		K7ELF0	ENSG00000108582
CPD	1362		J3QRJ9	ENSG00000108582
ARHGAP42	143872		E9PJK4	ENSG00000165895
ANO4	121601	Q32M45		ENSG00000151572
ARHGAP42	143872		H0YDU1	ENSG00000165895
ARHGAP42	143872		H0YEJ7	ENSG00000165895
ARHGAP42	143872	A6NI28		ENSG00000165895
TMC5	79838	Q6UXY8		ENSG00000103534
ABCA13	154664	Q86UQ4		ENSG00000179869
MEGF6	1953	O75095		ENSG00000162591
ARHGAP42	143872		A0A499FIA2	ENSG00000165895
TRMT61B	55006	Q9BVS5		ENSG00000171103
TRMT61B	55006		F8WDR2	ENSG00000171103
INVS	27130	Q9Y283	A0A024R153	ENSG00000119509
CPA6	57094	Q8N4T0		ENSG00000165078
IQSEC2	23096		A0A1W2PPU7	ENSG00000124313
INVS	27130	Q9Y283		ENSG00000119509
